
Initial statistics: 47 variables; iteration 0; function evaluation 0; phase 1
Function value 2.0676192e+06; maximum gradient component mag -1.5286e+06
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
 58 -0.01731  1.47093e+01 | 59 -0.02041  8.90439e+00 | 60 -0.00941  1.54530e+01
 61 -0.00217  1.10490e+01 | 62 -0.00114  1.45051e+01 | 63 -0.01020  1.18017e+01
 64 -0.01639  4.91100e+00 | 65 -0.01584 -1.78929e+01 | 66 -0.00572  9.74479e+00
 67  0.00985  1.35229e+01 | 68 -0.00851  1.18718e+01 | 69 -0.00233  1.12070e+01
 70 -0.00122  1.00978e+01 | 71 -4.20551 -2.75567e+01 | 72  0.07959  6.20701e+00
 73  0.06332  9.25395e+00 | 74  0.05084 -2.39413e+00 | 75  0.05826 -1.03659e+01
 76  0.05278  1.23102e+01 | 77 -0.01636  1.02162e+01 | 78  0.03193  4.29712e+01
 79 -0.05733  8.07420e+01 | 80 -0.18058  6.85247e+01 | 81 -0.21777  4.19247e+01
 82 -0.00499  4.19898e+01 | 83 -0.00313  2.60509e+00 | 84 -0.11181 -3.03348e+01
 85  0.04510 -2.04997e+01 | 86  0.16096 -1.90418e+01 | 87  0.18824 -4.72373e+01
 88  0.15891 -3.64639e+01 | 89  0.18224 -3.07720e+01 | 90  0.14364 -3.35759e+01
 91  0.17355 -4.00089e+01 | 92  0.12539 -1.94941e+01 | 93  0.09042 -1.06464e+01
 94  0.12297 -2.98256e+01 | 95  0.18722  6.60631e+00 | 96  0.15836 -1.21680e+00
 97  0.16726  8.20908e+00 | 98  0.22102  9.29634e+00 | 99  0.11546 -7.58243e+00
100  0.14594  9.57519e+00 |101  0.19173  6.90883e+00 |102  0.17459  3.35974e+00
103  0.19497 -7.22149e+00 |104  0.17144  6.67403e+00 |105  0.17125  3.57678e+00
106  0.21175 -5.97572e+00 |107  0.15263 -4.93673e+00 |108  0.16473 -1.13959e+01
109  0.25570 -3.09500e+01 |110  0.16279 -2.27375e+01 |111  0.17653  1.38921e+01
112  0.23321  2.15423e+01 |113  0.18389  1.28289e+01 |114  0.23174  1.11237e+01
115  0.21271  5.66890e+00 |116  0.10155 -9.27914e+00 |117 -4.72937 -8.06767e-01
118 -3.66051  1.01859e+00 |119 -2.66604  5.38307e-01 |120 -1.81438  1.01109e+00
121 -1.17722  1.75512e+00 |122 -0.75556  1.39323e+00 |123 -0.40565 -1.76702e+01
124  0.15207  5.37890e+00 |125  0.41370  3.17165e+00 |126  0.40142 -1.96981e+01
127  0.42803  3.16593e+01 |128  0.41027 -1.36895e+01 |129  0.41506  1.41509e+00
130  0.40670  2.27681e+00 |131  0.38962  2.61660e+00 |132  0.36547  1.90142e+00
133  0.33836  1.66557e+00 |134  0.31055  1.93585e+00 |135  0.28310 -5.87801e+00
136 -4.43080 -8.53850e-01 |137 -3.26346 -1.83539e+00 |138 -2.12267 -3.77315e+00
139 -1.08560  1.51807e+01 |140 -0.32365  2.09677e+01 |141  0.11437 -1.12745e+01
142  0.37245  1.47583e+01 |143  0.41529 -5.21502e+00 |144  0.39174 -3.75902e+00
145  0.35497 -4.06435e+00 |146  0.31740 -2.97951e+00 |147  0.27949 -2.75473e+00
148  0.24177 -2.60582e+00 |149  0.20606 -2.61383e+00 |150  0.17493 -2.84515e+00
151  0.15122 -2.53657e+00 |152  0.13646 -2.78891e+00 |153  0.13297 -2.62806e+00
154  0.14180  1.64390e+00 |155 -0.45719 -5.16977e-01 |156 -0.39289  9.92870e-03
157 -0.09495 -4.76823e-07 |
157 variables; iteration 820; function evaluation 929; phase 5
Function value 1.9770204e+02; maximum gradient component mag -1.2392e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.23361 -1.57909e-01 |  2  2.40495 -5.17482e-02 |  3  0.05322 -8.21986e-01
  4 -0.37108 -2.42586e-01 |  5 19.67020  1.00932e+01 |  6 -0.02905 -3.73504e+01
  7 -0.00463 -8.99238e+00 |  8 -0.00590 -9.99814e+00 |  9 -0.01017 -1.45203e+01
 10 -0.01071 -1.47559e+01 | 11 -0.01472 -1.88161e+01 | 12 -0.02512 -3.00369e+01
 13 -0.00900 -1.01550e+01 | 14 -0.00772 -6.64817e+00 | 15 -0.00711 -3.39340e+00
 16 -0.01501 -1.17317e+01 | 17  0.01693  3.50230e+01 | 18 -0.00522  1.86285e-01
 19  0.01873  4.55716e+01 | 20 -0.03268 -3.79378e+01 | 21  0.00178  3.20746e+01
 22 -0.01535  2.01692e+00 | 23 -0.00630  3.30887e+01 | 24 -0.00879  3.64178e+01
 25 -0.01119  3.34164e+01 | 26 -0.00887  3.80938e+01 | 27 -0.00666  3.48985e+01
 28 -0.00339  3.60740e+01 | 29 -0.00431  4.26482e+01 | 30 -0.01018  3.20889e+01
 31 -0.01103  2.50258e+01 | 32 -0.00505  2.14601e+01 | 33  0.01083  3.23045e+01
 34  0.02709  2.52456e+01 | 35  0.02357  3.19152e-01 | 36  0.02286 -3.34636e-01
 37  0.01735 -4.18116e+01 | 38  0.02289 -3.47881e+00 | 39 -0.01452 -1.23920e+02
 40  0.01967  3.32305e-01 | 41  0.01741  6.49535e-01 | 42  0.00325 -1.73440e+01
 43 -0.00013 -2.87682e+01 | 44  0.00391 -1.54245e+01 | 45  0.00403 -1.05844e+00
 46  0.01194  4.25172e+00 | 47  0.02265  1.64432e+01 | 48  0.02585  2.12379e+01
 49  0.03718  3.73904e+01 | 50  0.01842  1.73146e+01 | 51  0.01410  1.56120e+01
 52  0.01061  1.36061e+01 | 53  0.01294  9.67042e+00 | 54  0.01390  1.83364e+00
 55  0.01102 -5.47945e+00 | 56 -0.00311 -1.45559e+01 | 57 -0.00388 -9.26552e+00
 58 -0.01736 -1.21811e+01 | 59 -0.01997 -1.73641e+01 | 60 -0.00918 -1.86079e+01
 61 -0.00142 -2.23730e+01 | 62 -0.00143 -2.41192e+01 | 63 -0.00993 -1.59340e+01
 64 -0.01559 -1.55927e+01 | 65 -0.01175 -2.21344e+01 | 66 -0.00587 -1.14008e+01
 67  0.00771 -9.11594e+00 | 68 -0.00953 -4.52204e+00 | 69 -0.00409 -6.16517e+00
 70 -0.00070 -4.51806e+00 | 71 -4.21486  8.33763e+00 | 72  0.08637 -3.80415e+01
 73  0.06859 -2.14146e+01 | 74  0.05486 -3.10450e+00 | 75  0.06083 -7.99080e+00
 76  0.05466  1.98521e+00 | 77 -0.01539 -3.04698e+00 | 78  0.03235 -5.41646e+00
 79 -0.05792  9.34488e+00 | 80 -0.18169  2.52467e+01 | 81 -0.21916  2.47298e+01
 82 -0.00645  2.81111e+01 | 83 -0.00433  3.58399e+01 | 84 -0.11301  1.74161e+01
 85  0.04405  1.42160e+01 | 86  0.15984  7.09057e+00 | 87  0.18698 -8.55699e+00
 88  0.15801  6.54788e+00 | 89  0.18148 -5.17834e+00 | 90  0.14302 -1.36436e+01
 91  0.17283 -1.79763e+01 | 92  0.12396 -2.72574e+01 | 93  0.08869 -2.72807e+01
 94  0.12125 -1.30047e+01 | 95  0.18557  1.93572e-01 | 96  0.15706  4.25492e+00
 97  0.16678 -3.92707e+00 | 98  0.22104 -2.04212e+00 | 99  0.11583 -9.31823e+00
100  0.14666 -1.01956e+01 |101  0.19297  1.50137e+01 |102  0.17607  1.77200e+01
103  0.19616  9.51600e+00 |104  0.17231  2.08813e+01 |105  0.17180  1.49616e+01
106  0.21196  6.92216e-01 |107  0.15250  1.20455e+01 |108  0.16432  5.88791e+00
109  0.25523  1.36845e+00 |110  0.16222 -6.40778e+00 |111  0.17571 -1.59023e+01
112  0.23231  1.07902e+01 |113  0.18290  8.62592e+00 |114  0.23061 -1.29498e+01
115  0.21146 -2.24199e+01 |116  0.10043 -2.50221e+01 |117 -4.71090 -1.19340e+00
118 -3.64055  1.63190e+00 |119 -2.66490  9.99057e-01 |120 -1.84366  8.17735e-01
121 -1.21834  1.39740e+00 |122 -0.77524  2.40005e+00 |123 -0.40197 -1.45779e+01
124  0.15063  7.94284e+00 |125  0.41093  8.69021e+00 |126  0.39624 -1.74463e+01
127  0.42713  8.30480e+00 |128  0.40880 -1.18436e+01 |129  0.42765 -5.06152e+00
130  0.42303  3.20081e+00 |131  0.41187  3.86467e+00 |132  0.39508  3.92730e+00
133  0.37371  4.14578e+00 |134  0.34744  4.86538e+00 |135  0.31627 -2.04658e+00
136 -4.41769 -9.03307e-01 |137 -3.25897 -1.67336e+00 |138 -2.12816 -3.61200e+00
139 -1.10309  1.65415e+01 |140 -0.35609  2.05388e+01 |141  0.07602 -1.18639e+01
142  0.33705  1.78419e+01 |143  0.37768 -8.57227e+00 |144  0.36283 -2.93983e+00
145  0.33526 -3.25719e+00 |146  0.30474 -3.03033e+00 |147  0.27309 -2.89475e+00
148  0.24104 -2.68353e+00 |149  0.20998 -2.50106e+00 |150  0.18153 -2.59439e+00
151  0.15794 -2.49548e+00 |152  0.14095 -2.54182e+00 |153  0.13204 -2.58489e+00
154  0.13093 -7.78683e-01 |155 -0.45522 -2.18749e-02 |156 -0.39061  3.22623e-01
157 -0.09136 -4.58557e-07 |
157 variables; iteration 840; function evaluation 950; phase 5
Function value 1.9552555e+02; maximum gradient component mag 1.6919e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.20393  1.29670e+00 |  2  2.41591 -1.85697e-01 |  3  0.08208 -3.39116e-01
  4 -0.37969 -1.90936e-01 |  5 19.67004  8.52114e+01 |  6 -0.01877  5.08204e+01
  7 -0.00372 -4.64154e+00 |  8 -0.00653 -4.90833e+00 |  9 -0.00803 -2.31286e+00
 10 -0.00787  4.57810e+00 | 11 -0.01423 -2.21152e+00 | 12 -0.00065  3.97093e+01
 13 -0.01116  2.09966e+01 | 14 -0.01296  2.55608e+01 | 15 -0.01617  2.61143e+01
 16 -0.00289  8.19650e+01 | 17  0.00187  1.11241e+02 | 18 -0.00431  9.45981e+01
 19  0.00193  1.22459e+02 | 20 -0.04062 -3.30073e+01 | 21  0.01407  1.69193e+02
 22 -0.01616  2.38552e+01 | 23 -0.00445  5.59683e+01 | 24 -0.00997  2.56875e+01
 25 -0.00772  2.21064e+01 | 26 -0.00557  1.31465e+01 | 27 -0.00386  1.69181e-01
 28 -0.00345 -1.45152e+01 | 29 -0.00310  4.67167e+00 | 30 -0.01208 -8.99847e+00
 31 -0.01962 -3.65804e+01 | 32 -0.01091 -1.48828e+01 | 33  0.00850  4.34193e+01
 34  0.02392  7.80944e+01 | 35  0.02310  7.63800e+01 | 36  0.02174  6.81692e+01
 37  0.02266  5.82494e+01 | 38  0.02370  6.15949e+01 | 39 -0.01189 -1.12161e+02
 40  0.01766  1.13471e+01 | 41  0.01880  1.57603e+01 | 42 -0.00021 -4.54076e+01
 43  0.00143 -3.38409e+01 | 44  0.00483 -2.68862e+01 | 45  0.00415 -1.95148e+01
 46  0.01027 -2.82082e+01 | 47  0.02200 -1.95217e+01 | 48  0.02755 -4.95739e+00
 49  0.03855 -6.48585e+00 | 50  0.01839 -3.63962e+01 | 51  0.01400 -3.97102e+01
 52  0.01015 -4.30152e+01 | 53  0.01224 -5.13295e+01 | 54  0.01464 -4.93281e+01
 55  0.01039 -6.14544e+01 | 56 -0.00484 -6.63494e+01 | 57 -0.00500 -5.55843e+01
 58 -0.01768 -4.70343e+01 | 59 -0.01957 -4.49246e+01 | 60 -0.00894 -4.11984e+01
 61 -0.00076 -3.72556e+01 | 62 -0.00128 -4.02286e+01 | 63 -0.01032 -3.69867e+01
 64 -0.01568 -3.51390e+01 | 65 -0.01185 -4.29473e+01 | 66 -0.00629 -3.36916e+01
 67  0.00877 -3.05863e+01 | 68 -0.01087 -3.35581e+01 | 69 -0.00411 -3.31603e+01
 70 -0.00122 -3.23294e+01 | 71 -4.20840  8.15753e+01 | 72  0.08988  1.16925e+02
 73  0.07311  4.25327e+01 | 74  0.05762  5.01410e+01 | 75  0.06219  1.79251e+01
 76  0.05540  3.16217e+01 | 77 -0.01546  2.03009e+01 | 78  0.03129  2.33085e+01
 79 -0.05971  3.74993e+00 | 80 -0.18384 -1.47841e+01 | 81 -0.22091 -2.13274e+01
 82 -0.00737 -3.29203e+01 | 83 -0.00391 -2.72879e+01 | 84 -0.11098 -4.63447e+00
 85  0.04736 -5.34974e+00 | 86  0.16348 -3.87511e+00 | 87  0.19032 -1.73549e+00
 88  0.16078  3.26803e+01 | 89  0.18351  3.90678e+01 | 90  0.14393  1.38577e+01
 91  0.17296  2.55486e+01 | 92  0.12381 -5.96029e+00 | 93  0.08846 -1.39915e+01
 94  0.12091 -8.98050e+00 | 95  0.18513 -1.93988e+01 | 96  0.15677 -1.30207e+01
 97  0.16614 -3.76621e+00 | 98  0.22022  7.34445e+00 | 99  0.11493  8.51218e+00
100  0.14556 -4.12745e+00 |101  0.19138  9.99143e+00 |102  0.17414 -8.07241e+00
103  0.19408 -1.11234e+01 |104  0.17039 -1.10256e+01 |105  0.17006 -5.65168e+00
106  0.21043 -1.05107e+01 |107  0.15124 -1.56713e+01 |108  0.16328 -2.74163e+01
109  0.25444 -1.13223e+01 |110  0.16163 -2.25242e+01 |111  0.17513 -2.97450e+01
112  0.23163 -2.39992e+01 |113  0.18213 -3.17025e+01 |114  0.22971 -1.60843e+01
115  0.21053 -6.04136e+00 |116  0.09952 -2.58701e+01 |117 -4.67624 -1.01612e+00
118 -3.61828  1.86968e+00 |119 -2.65048  7.86358e-01 |120 -1.82578  2.57603e+00
121 -1.21246  3.41146e+00 |122 -0.78659  3.96180e+00 |123 -0.41021 -9.16433e+00
124  0.11906  1.25855e+01 |125  0.38436  2.11427e+01 |126  0.36093 -1.43110e+01
127  0.39607 -7.17027e+01 |128  0.38839 -7.70421e-01 |129  0.39031  6.17424e+00
130  0.38634  7.87156e+00 |131  0.37459  7.35195e+00 |132  0.35742  6.41744e+00
133  0.33689  5.13289e+00 |134  0.31552  5.65652e+00 |135  0.29244  1.19859e+01
136 -4.35940 -8.84298e-01 |137 -3.21168 -1.55134e+00 |138 -2.09142 -3.50825e+00
139 -1.07374  1.50991e+01 |140 -0.32514  2.33749e+01 |141  0.10643 -1.36376e+01
142  0.38704  1.68256e+01 |143  0.45507 -3.04380e+00 |144  0.44054 -2.76917e+00
145  0.40856 -3.37366e+00 |146  0.37433 -3.33564e+00 |147  0.34058 -3.26377e+00
148  0.30784 -3.33449e+00 |149  0.27782 -3.17069e+00 |150  0.25203 -3.11497e+00
151  0.23222 -3.09997e+00 |152  0.22022 -3.20964e+00 |153  0.21778 -2.86746e+00
154  0.22541 -1.00342e+00 |155 -0.45792 -3.08748e-02 |156 -0.39540  7.47962e-03
157 -0.08843 -4.43653e-07 |
157 variables; iteration 860; function evaluation 970; phase 5
Function value 1.9430997e+02; maximum gradient component mag -1.2406e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.22699 -3.69322e-01 |  2  2.40945  6.41158e-02 |  3  0.09902  6.80090e-01
  4 -0.38180  2.43833e-01 |  5 19.67072 -3.17659e+01 |  6 -0.01625  9.29761e+00
  7 -0.00623  8.94929e+00 |  8 -0.00545  1.06354e+01 |  9 -0.00833  7.79877e+00
 10 -0.00618  1.13251e+01 | 11 -0.02148 -6.82904e+00 | 12  0.00019  2.26512e+01
 13 -0.00871  1.22828e+01 | 14 -0.01132  1.03670e+01 | 15 -0.02457 -6.00990e+00
 16 -0.00258  2.74312e+01 | 17  0.00115  3.17800e+01 | 18  0.00069  2.89182e+01
 19 -0.00402  1.76847e+01 | 20 -0.04348 -4.25167e+01 | 21  0.00573  3.09949e+01
 22 -0.01572 -7.80793e+00 | 23  0.00461  2.81935e+01 | 24 -0.00369  1.32494e+01
 25 -0.00922 -1.76512e+00 | 26 -0.00688 -7.68570e+00 | 27 -0.00303 -1.36370e+01
 28 -0.00199 -2.41647e+01 | 29 -0.00421 -1.62171e+01 | 30 -0.01042 -1.01980e+01
 31 -0.02118 -4.57155e+01 | 32 -0.01079 -2.99021e+01 | 33  0.00957 -2.88571e+00
 34  0.02458 -1.65908e+01 | 35  0.02272 -1.83228e+01 | 36  0.02086 -1.79672e+01
 37  0.02249 -1.98363e+01 | 38  0.02247 -1.21528e+01 | 39 -0.01633 -1.24060e+02
 40  0.01622 -2.92281e+01 | 41  0.01862 -1.25344e+01 | 42  0.00346 -2.83728e+01
 43  0.00417 -1.84429e+01 | 44  0.00571 -1.96734e+01 | 45  0.00593 -3.20256e+00
 46  0.01318 -3.94653e+00 | 47  0.02263 -1.03106e+01 | 48  0.02513 -1.20760e+01
 49  0.03633 -6.64177e+00 | 50  0.01888  8.46603e+00 | 51  0.01452  1.43157e+01
 52  0.01005  1.36901e+01 | 53  0.01208  1.29754e+01 | 54  0.01307  1.31726e+01
 55  0.01038  1.50878e+01 | 56 -0.00306  1.37722e+01 | 57 -0.00514  1.35146e+01
 58 -0.01726  1.76029e+01 | 59 -0.01952  1.51557e+01 | 60 -0.00916  1.85120e+01
 61 -0.00056  2.54469e+01 | 62 -0.00079  2.11455e+01 | 63 -0.01015  1.55551e+01
 64 -0.01500  1.52742e+01 | 65 -0.01066  8.05597e+00 | 66 -0.00594  1.17079e+01
 67  0.00804  1.20079e+01 | 68 -0.00971  1.14055e+01 | 69 -0.00322  1.05286e+01
 70 -0.00122  1.01669e+01 | 71 -4.20975 -3.06292e+01 | 72  0.09178  6.38102e+00
 73  0.07574  1.75506e+01 | 74  0.06030  2.22742e+01 | 75  0.06457  1.73719e+01
 76  0.05619  4.08447e+00 | 77 -0.01589 -6.43852e+00 | 78  0.03043  1.64321e+00
 79 -0.06051  1.40558e+01 | 80 -0.18487 -4.75361e+00 | 81 -0.22212 -1.82334e+01
 82 -0.00852 -1.57042e+01 | 83 -0.00508 -1.16036e+01 | 84 -0.11221 -7.54848e+00
 85  0.04641 -1.24887e+01 | 86  0.16269 -1.47294e+00 | 87  0.18983 -1.97494e+00
 88  0.16055  3.48605e+00 | 89  0.18367  1.09190e+01 | 90  0.14456 -3.38196e+00
 91  0.17378 -5.06679e+00 | 92  0.12486 -8.12566e-01 | 93  0.08950  1.61387e+00
 94  0.12143 -4.98584e+00 | 95  0.18491 -1.14847e+01 | 96  0.15585 -8.78360e+00
 97  0.16479 -1.44949e+01 | 98  0.21875 -1.90814e+01 | 99  0.11366 -1.47154e+01
100  0.14453 -5.99028e+00 |101  0.19094  1.71759e+00 |102  0.17432  1.50289e+00
103  0.19445  1.75696e+00 |104  0.17077 -3.07908e+00 |105  0.17049 -3.62134e-01
106  0.21089 -1.17348e+00 |107  0.15180  1.89679e+00 |108  0.16380  5.82174e+00
109  0.25473  1.10111e+01 |110  0.16178  7.18599e+00 |111  0.17519  1.84194e+00
112  0.23157  4.96946e+00 |113  0.18204  8.37367e+00 |114  0.22950  8.20605e+00
115  0.21015  4.29643e+00 |116  0.09903  1.23170e+01 |117 -4.74396 -1.66648e+00
118 -3.62559  2.20681e+00 |119 -2.62438  1.13043e+00 |120 -1.79548  7.24853e-01
121 -1.17456  1.31249e+00 |122 -0.74987  1.61408e+00 |123 -0.39902 -1.53588e+01
124  0.13146  3.37583e+00 |125  0.40664  1.30160e+01 |126  0.37817 -2.73162e+01
127  0.41664  2.77853e+01 |128  0.41641 -3.67596e+00 |129  0.41197 -3.50685e+00
130  0.40819  1.02768e+00 |131  0.39784  1.34148e+00 |132  0.38187  1.11422e+00
133  0.36273  1.20537e+00 |134  0.34113  1.27719e+00 |135  0.31823 -5.60240e+00
136 -4.41737 -8.95417e-01 |137 -3.29903 -1.52269e+00 |138 -2.20912 -2.94382e+00
139 -1.22304  1.75470e+01 |140 -0.49589  8.68183e+00 |141 -0.01955 -3.70838e+00
142  0.26882  9.81127e+00 |143  0.35619 -4.55632e+00 |144  0.35272 -2.82925e+00
145  0.32778 -2.62936e+00 |146  0.29655 -2.49623e+00 |147  0.26270 -2.21353e+00
148  0.22718 -2.06422e+00 |149  0.19190 -2.08733e+00 |150  0.15927 -2.01280e+00
151  0.13139 -2.11138e+00 |152  0.11046 -1.94837e+00 |153  0.09767 -2.07787e+00
154  0.09343 -1.46190e-02 |155 -0.45812  2.46985e-03 |156 -0.39706 -2.80306e-01
157 -0.08093 -4.05577e-07 |
157 variables; iteration 880; function evaluation 993; phase 5
Function value 1.9338245e+02; maximum gradient component mag -9.9139e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.21584 -6.54517e-02 |  2  2.41404  1.34944e-01 |  3  0.09016 -9.78232e-03
  4 -0.38177  1.06440e-01 |  5 19.66349 -8.61918e+01 |  6 -0.02375 -1.53301e+01
  7 -0.00697  1.71890e+01 |  8 -0.00749  1.56349e+01 |  9 -0.00682  1.51413e+01
 10 -0.00958  1.13729e+01 | 11 -0.01066  9.01666e+00 | 12 -0.00600  1.12836e+01
 13 -0.01764  1.52721e-01 | 14 -0.01535  5.14110e-01 | 15 -0.01294  8.91542e-01
 16 -0.00436  4.48502e+00 | 17  0.00155  1.29070e+00 | 18  0.00988 -3.75186e+00
 19 -0.00817 -1.61247e+01 | 20 -0.04865 -4.74274e+01 | 21 -0.00134 -1.24675e+01
 22 -0.00937 -1.36211e+01 | 23  0.00159  3.72174e+00 | 24 -0.00271  7.17231e+00
 25 -0.00593  4.18643e+00 | 26 -0.00260  4.73808e+00 | 27  0.00065  8.91204e-01
 28 -0.00142 -1.88415e+01 | 29 -0.00339 -1.08779e+01 | 30 -0.00905 -2.23062e+00
 31 -0.02653 -5.75035e+01 | 32 -0.01411 -4.20571e+01 | 33  0.00916 -1.99625e+01
 34  0.02438 -4.55506e+01 | 35  0.02304 -4.21961e+01 | 36  0.02201 -3.31724e+01
 37  0.02066 -4.03602e+01 | 38  0.02386 -1.06561e+01 | 39 -0.01233 -9.91387e+01
 40  0.01622 -1.13640e+01 | 41  0.01664  2.22167e+00 | 42  0.00505  4.76619e+00
 43  0.00319  3.48989e+00 | 44  0.00402 -4.24361e+00 | 45  0.00405  6.52429e+00
 46  0.01353  1.37653e+01 | 47  0.02409  7.00176e+00 | 48  0.02484 -1.24873e+01
 49  0.03860  3.57361e+00 | 50  0.01923  7.52695e+00 | 51  0.01407  8.74270e+00
 52  0.01037  1.46342e+01 | 53  0.01280  1.41699e+01 | 54  0.01394  1.34268e+01
 55  0.01085  1.16589e+01 | 56 -0.00278  1.42355e+01 | 57 -0.00456  1.46238e+01
 58 -0.01751  1.78918e+01 | 59 -0.01906  1.91521e+01 | 60 -0.00892  1.71929e+01
 61 -0.00104  1.72231e+01 | 62 -0.00077  1.95585e+01 | 63 -0.01013  2.21246e+01
 64 -0.01527  2.58304e+01 | 65 -0.01065  2.22903e+01 | 66 -0.00610  2.79797e+01
 67  0.00843  3.11266e+01 | 68 -0.00908  3.16899e+01 | 69 -0.00259  3.09929e+01
 70 -0.00108  3.00650e+01 | 71 -4.20944 -8.07040e+01 | 72  0.09427 -1.53231e+01
 73  0.07862 -2.27360e+00 | 74  0.06321 -1.08474e+01 | 75  0.06700 -4.88105e+00
 76  0.05772  3.08183e+00 | 77 -0.01505  4.47838e-01 | 78  0.03020  4.51080e+00
 79 -0.06172  1.43118e+00 | 80 -0.18683 -4.47646e+00 | 81 -0.22432 -9.26312e-02
 82 -0.01022 -3.40009e+00 | 83 -0.00633 -7.40310e+00 | 84 -0.11286 -9.58521e+00
 85  0.04653 -6.08686e+00 | 86  0.16316 -3.68390e+00 | 87  0.19057 -2.97570e+00
 88  0.16125 -1.96350e+00 | 89  0.18417 -3.57772e+00 | 90  0.14505 -1.74404e+01
 91  0.17431 -2.06737e+01 | 92  0.12504 -1.59649e+01 | 93  0.08971  1.80380e+00
 94  0.12204  3.51410e+00 | 95  0.18583  8.27521e+00 | 96  0.15683  1.23341e+01
 97  0.16603  1.69469e+01 | 98  0.22000  4.68708e+00 | 99  0.11458  7.01295e+00
100  0.14495  2.83949e-02 |101  0.19098  4.38458e-01 |102  0.17405  2.07124e+00
103  0.19388 -1.65159e+00 |104  0.17017 -3.95676e+00 |105  0.16971  6.70737e+00
106  0.20992  9.96376e+00 |107  0.15070  7.44763e+00 |108  0.16257  5.77264e+00
109  0.25338  1.23634e+01 |110  0.16048  1.62375e+01 |111  0.17389  2.48908e+00
112  0.23026  1.02117e+00 |113  0.18078 -4.13885e+00 |114  0.22842 -2.43115e+00
115  0.20931  6.49165e+00 |116  0.09840  3.00709e+00 |117 -4.70700 -1.35021e+00
118 -3.62311  1.96515e+00 |119 -2.64152  6.08972e-01 |120 -1.81215  4.21581e-01
121 -1.18222  4.42593e-01 |122 -0.74324 -5.38923e-01 |123 -0.37630 -1.58761e+01
124  0.13687 -1.31391e+00 |125  0.40830  8.15462e+00 |126  0.38089 -3.15314e+01
127  0.42723 -6.83046e+00 |128  0.42714 -9.55331e+00 |129  0.42734  7.61638e+01
130  0.42336 -2.84827e+00 |131  0.41521 -1.72788e+00 |132  0.40300 -1.80903e+00
133  0.38919 -1.08897e+00 |134  0.37334 -5.21048e-01 |135  0.35557 -1.27311e+01
136 -4.35478 -8.63652e-01 |137 -3.25288 -1.56902e+00 |138 -2.17981 -3.08136e+00
139 -1.21267  2.08114e+01 |140 -0.50928  8.13531e-01 |141 -0.01815  2.31325e-01
142  0.27861  5.89299e+00 |143  0.38421 -3.14502e+00 |144  0.38587 -3.44668e+00
145  0.36297 -2.76007e+00 |146  0.33317 -2.29754e+00 |147  0.30032 -2.13523e+00
148  0.26622 -1.90783e+00 |149  0.23300 -1.78797e+00 |150  0.20287 -1.77310e+00
151  0.17808 -1.79305e+00 |152  0.16070 -1.70056e+00 |153  0.15185 -1.59772e+00
154  0.15080  2.10713e+00 |155 -0.45749 -2.40761e-02 |156 -0.39477 -7.87535e-03
157 -0.07517 -3.76472e-07 |
157 variables; iteration 900; function evaluation 1013; phase 5
Function value 1.9222183e+02; maximum gradient component mag -1.1181e+02
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.20863  1.45979e-01 |  2  2.41701 -2.59991e-02 |  3  0.12800  1.04876e+00
  4 -0.38941  3.85193e-01 |  5 19.66963 -6.73146e+01 |  6 -0.02293  2.75053e+00
  7 -0.01035  1.39522e+01 |  8 -0.00776  1.73219e+01 |  9 -0.00746  1.77262e+01
 10 -0.01351  1.10048e+01 | 11 -0.01064  1.47262e+01 | 12 -0.00444  2.25602e+01
 13 -0.01169  1.46205e+01 | 14 -0.00610  2.20149e+01 | 15 -0.00446  2.51024e+01
 16  0.00062  3.25131e+01 | 17  0.00089  2.94363e+01 | 18  0.01092  3.92941e+01
 19 -0.00739  9.71091e+00 | 20 -0.05035 -4.42049e+01 | 21 -0.00531  8.81759e+00
 22 -0.00051  1.39404e+01 | 23 -0.00950  2.99012e+00 | 24 -0.01078  3.69013e+00
 25 -0.00254  2.06283e+01 | 26 -0.00748  1.03114e+00 | 27 -0.00028  7.86939e+00
 28  0.00073  3.04985e-01 | 29 -0.00569 -7.70910e+00 | 30 -0.01056  4.27433e+00
 31 -0.02603 -4.67437e+01 | 32 -0.01412 -2.72303e+01 | 33  0.00852  6.16124e+00
 34  0.02304 -1.20223e+01 | 35  0.02199 -1.71174e+01 | 36  0.02163 -1.48716e+01
 37  0.02394 -1.65603e+01 | 38  0.02220 -1.91164e+01 | 39 -0.01420 -1.11806e+02
 40  0.01405 -3.34828e+01 | 41  0.01841 -5.39939e+00 | 42  0.00481 -9.46608e+00
 43  0.00338 -6.70043e+00 | 44  0.00706  4.64222e-01 | 45  0.00557  5.07461e+00
 46  0.01265 -1.64522e+00 | 47  0.02307 -1.52199e+01 | 48  0.02427 -3.31171e+01
 49  0.03756 -2.76802e+01 | 50  0.01865 -1.23251e+01 | 51  0.01404 -7.85872e+00
