Estimate,Std. Error
600944.1288586387,42135.30521204568
588820.7495681961,42421.65192572232
586009.1808751234,43445.84859571175
602759.7453516497,45438.30729842612
630668.6436085551,48661.029399148625
666473.6794987983,52933.304606048914
690553.9116175825,57142.942841873235
706471.9858813381,60441.61223310429
709458.7863318515,63127.39958492565
719840.5833386712,65886.6797930198
728569.9079523182,69026.11404068251
737171.3038396494,72340.29627448595
745562.5551297298,75341.98376788177
755031.6962345483,77538.76210003941
766399.7313056418,77264.42595610555
778110.4299161751,73406.9460613493
788630.0052547872,68237.4963751269
797459.3398526657,63511.67358961986
804630.5369976993,59729.49681197683
810325.0556259572,56896.94247808572
814728.563898012,54856.79037184352
818113.7430285505,53431.36559746493
820706.8771877586,52452.327735141705
822692.1361614397,51788.780121595904
824211.5358136967,51339.58159374361
825356.5902652921,51035.1312052543
826201.7524647895,50825.48194197579
826848.5110764196,50685.10869842292
827330.4286544473,50578.1326599255
827677.0103352226,50506.79477348977
827926.2622133977,50458.55434330816
828105.5172122044,50425.55930503351
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.0037779340273998,0.03955601677475563
0.9984755000141264,0.04018160129776346
0.994005924678444,0.043472406151771205
0.9906481297477281,0.04870334254779917
0.9883526580762855,0.054130028410284206
0.9878566909982699,0.05854617053441862
0.9900448036523458,0.06145419683265652
0.9920787526871353,0.06280154197653655
0.996708507766524,0.06254664045419907
1.0032710010074104,0.060812404880906244
1.0111271096607817,0.05769675082063139
1.0191724027584013,0.05330485644520774
1.0275758982474263,0.048247161072333525
1.0352864515049118,0.04359143084176239
1.0393235754094632,0.040218785575810406
1.0374529247363473,0.03836500338547027
1.0294858216623877,0.03763556232405605
1.0177292294969875,0.03747999816082921
1.0019390560094348,0.03753650547798559
0.9895102216003409,0.037762892349105924
0.9812568080293071,0.038218675548068314
0.9878101849730788,0.039198571697973875
1.008946627831271,0.04096122769131913
1.04906863534728,0.04325949280880168
1.0935607911481215,0.045976263207042276
1.132432675899473,0.04760349877576579
1.154655051639278,0.047419224161855816
1.1569977867740149,0.04611777635386351
1.1555787655048875,0.04450256586433605
1.1458225517376457,0.043447326830348965
1.125157660458605,0.042591753746591965
1.0975574755267525,0.04148491872731612
1.0586792197813897,0.03972865739621741
1.0126708343411264,0.03744428319349379
0.9616888017307826,0.03512891259200027
0.9083112544575588,0.03306653627705364
0.8665163961439012,0.031503970975397026
0.8319042780898405,0.03019887586533284
0.7982495220333671,0.02904828397891146
0.7822687705058483,0.028566559147951944
0.7779456272544673,0.028451341059639087
0.7848381025513963,0.029051843019407837
0.8064052085212231,0.03092066042987527
0.8283866441830124,0.03374898308953468
0.8486885182877885,0.03655038890495516
0.8675785557901736,0.03880212500812199
0.8791642803187316,0.04107532001372312
0.887736183252911,0.04371693571509118
0.8893186490562092,0.0470475368310857
0.892678872416337,0.050480767646556235
0.895657089816292,0.0539838894951264
0.9083013316895159,0.05594479382016662
0.9213227540845527,0.05531623069264237
0.934054822111726,0.05200320152775999
0.9458794885021496,0.04676316016455152
0.9563811207262051,0.04054710035120429
0.9653908437608126,0.03414326876253009
0.9728859398561229,0.02808547093324324
0.9789981803505543,0.022667736721839502
0.9839031420613455,0.01801183056019651
0.9877794644464177,0.014128110666040573
0.9907950333816037,0.010963350167926706
0.9930909457768157,0.008434038496312985
0.9948312759101016,0.00644102169804098
0.9961471774064683,0.004888277752285309
0.9971424627184714,0.0036901115366283154
0.9978957351499531,0.0027726787187598466
0.9984582414801119,0.0020764811761906843
0.9988704620688256,0.0015513891177664685
0.9991832216639375,0.0011602818381733157
0.9994147727549499,8.364179709046943e-4
0.9995805698379897,6.033231428789909e-4
0.9996993219268968,4.3543953381341174e-4
0.9997844026080603,3.144430207025188e-4
1.0042528815244063,0.03998848925402012
0.9959525558640366,0.039990442536607634
0.9896972908116755,0.03997945548875402
0.9851919268155062,0.039893054928356604
0.9811595556600342,0.03957644531926949
0.9777116312247583,0.03950092986298088
0.9763403222172292,0.04370990692694106
0.973278406731959,0.052969570313757
0.97382586905137,0.06118151951176302
0.9775048029590577,0.0664991133234457
0.9828129453538441,0.06938591956342556
0.9857261681667352,0.07041452780909659
0.9890399864635392,0.06982363965205647
0.9952840538120337,0.06765180646893487
0.998752985699289,0.06415588397730494
0.9961261998373717,0.0595705889646223
0.9923984957370999,0.05403294169373975
0.9932619238701361,0.04884226271405244
0.9887625752546837,0.045437653353553806
0.9858696568298504,0.04379737696254271
0.9781723355849984,0.04327021658964915
0.9717095791502627,0.04319239825768882
0.9603983988528769,0.04285897607417408
0.9439755678509248,0.04244885840807318
0.9279202674380415,0.042620604465925215
0.9293756902685477,0.043713318181400326
0.9477751775769383,0.045819204184003426
0.9787992932138923,0.048960865870423795
1.0391588459259191,0.051738191475150505
1.1007859100678639,0.05416665416068471
1.1309628883540048,0.054907758408933936
1.1273651791465495,0.0520423374290677
1.1024506577940913,0.04879649285347844
1.0783692040543975,0.04684664142680009
1.0561071193618912,0.04600619265909406
1.0251307218732155,0.04539385153514726
0.9925537505064207,0.04369457220216816
0.9463189322535694,0.04058029224559306
0.8785138357661141,0.03708510928864589
0.8262409349087918,0.034238695320204626
0.7811138602102654,0.03235477669348941
0.7429640290945925,0.031157770777800655
0.7252833993449723,0.030472372262810445
0.7106516135914103,0.030367536675302856
0.7072583129478435,0.0308532312409753
0.727474678764673,0.03208658804787947
0.7611581105974895,0.03443407281327148
0.8043714425813903,0.037911937414746355
0.8334340322123077,0.04144379817729802
0.8526456601467877,0.04401664842788695
0.8562504491444402,0.04630260812713095
0.8687803078498022,0.04899299544802919
0.8793157868165348,0.052613290955332015
0.8896968677668122,0.05676152432465032
0.899824323828304,0.060641598879392494
0.9112526921566941,0.06351915659123542
0.9249728480319086,0.06290273621096246
0.9391065667739216,0.05668116379746327
0.9518027110490059,0.04789592881022983
0.9624588927197812,0.03916689686707469
0.9711138574543589,0.0314007290847418
0.9779866092294373,0.024813066947615994
0.9833012321622971,0.019383253487263302
0.9873868269943021,0.015000241631749095
0.9905164975703673,0.011515559449137276
0.9929125196094648,0.008780569967702335
0.9947462929867761,0.006656629597824688
0.9961282666931597,0.005025044967221917
0.9971482984791655,0.0037805818886422426
0.997928875677398,0.0028468088385468857
0.9985105051541013,0.0020592921452031636
0.9989287968513025,0.0014901135490628836
0.9992296205732004,0.001078591474347815
0.9994459646036031,7.809535202387938e-4
14.612718176942593,0.11940602299745873
14.607421698166485,0.1207450820645197
14.60293524948261,0.12331678830063346
14.599551487837017,0.1268957587990859
14.597231657834916,0.130797456467823
14.596729720032972,0.1342504250461483
14.598942280721802,0.13658069528286257
14.600994574325988,0.13779677949699273
14.605650440274797,0.13754646220078176
14.612213024305882,0.13592574529836993
14.620013020187685,0.13317770276517854
14.627938289497651,0.12995110915646313
14.636149892952542,0.12660855566327928
14.643625514548926,0.1235508024673946
14.647517454670783,0.12145524662698473
14.645715959730042,0.12016425298896859
14.638006836713926,0.1188362840147836
14.626521261321084,0.11718168642806549
14.61088453985189,0.1164406359487981
14.598402177458008,0.11673254937242918
14.590026289594297,0.11902383623088995
14.59668264122048,0.12251492372838536
14.617854205253474,0.1260971545319138
14.65685011796964,0.12984257313495462
14.698386514159582,0.13227973393727957
14.73331549066345,0.1319346961605165
14.752749004162471,0.12957131697990176
14.754775896693962,0.12671770097951213
14.753548675527316,0.12320306436882161
14.745070126272555,0.12073057205851175
14.726870529852038,0.11898711870452962
14.702034595481257,0.11715061455508433
14.665969473507449,0.11513371032170258
14.621538592426079,0.11234346953862048
14.569882989809596,0.10933322403677251
14.51277919351732,0.10720308359839514
14.46567311364582,0.10584713913690391
14.424909466232327,0.1060607258801861
14.383613315229324,0.10851094133188662
14.363390460197014,0.11118720324589092
14.357848716291102,0.11526852058969762
14.366669540126942,0.1210514401588113
14.393778438678645,0.126262731675229
14.420672089369027,0.13087271794311725
14.444884320699327,0.13378695110345334
14.466898144348919,0.13479509606706086
14.48016385718583,0.13559563924463144
14.489866690323218,0.1363917222655146
14.491647689077809,0.13807988723876485
14.49541899324885,0.1396861874177668
14.498749709866008,0.14167138904040635
14.512768269043805,0.14162387329142997
14.527002496014141,0.14013425299857346
14.540727214960103,0.13727138289780075
14.553307252750022,0.13363101392482718
14.564348577857082,0.12985523156093726
14.573725121184715,0.12637451264040334
14.581458932492348,0.12340222416087508
14.587721866249728,0.12097250563450675
14.592719541745643,0.11903787715438631
14.596651541111536,0.11752059671817537
14.599699767269785,0.11634442829177219
14.602014329139068,0.11544275001181174
14.603765233232705,0.11475051640229321
14.605087097551008,0.11421509207079042
14.606085733549193,0.11379944445064699
14.606840879458762,0.11347355036238219
14.60740441313228,0.11322095109753683
14.607817185044917,0.11302710343892225
14.608130249303613,0.11287643166028216
14.60836196282749,0.11275796641373398
14.6085278432374,0.11266966067934478
14.608646638099026,0.1126038100113205
14.608731740748446,0.11255471128323817
13.631693914008324,0.07261463253261176
13.623394393218662,0.07318927144160356
13.61709390095882,0.07361739264990952
13.612531243193562,0.07391308964582574
13.608429863715997,0.07419065357574191
13.604909542401245,0.07501042375372302
13.60350598787422,0.0788990058384351
13.60036494500543,0.08664273462710641
13.600927279894883,0.09365197377115281
13.604697976803845,0.09815129147544047
13.610113583914277,0.10033988929677877
13.61307336756258,0.10091398391952817
13.6164295334555,0.09975840070962178
13.622722949078002,0.0967068454295011
13.626202257955393,0.0925515565452829
13.623568727665308,0.08785615550977083
13.61981950747694,0.08257603967830215
13.620689170969177,0.07760128324794609
13.616149008780242,0.0748052708681564
13.613218923423014,0.07339810156057738
13.605380638209155,0.07313166788119956
13.598751744375592,0.07308131378359639
13.587042968622068,0.07345816137267824
13.56979505574001,0.07477966759143186
13.552640581829262,0.07721439514029195
13.554207831380824,0.07928706467793145
13.573812091118045,0.08067430430844616
13.606021380917038,0.08140813355814891
13.665861634327602,0.07933712607485205
13.723474438820128,0.0769245321100807
13.750519433894619,0.07532856668092233
13.747333260634143,0.07324690574412414
13.724985622927475,0.0719010808465584
13.702899954122357,0.07107952791002704
13.682039669354603,0.07074904448894286
13.652270188418937,0.07105430163793114
13.619975939219751,0.07054765995110425
13.572274421365794,0.06977379000695409
13.49792642825333,0.07003909145641223
13.436581191182942,0.06933853170821636
13.380415698378192,0.06897856325809919
13.330342401926643,0.06955753000886326
13.306257245566405,0.07011517908007925
13.28587708621099,0.07204510363609248
13.281090735458818,0.07413851184179644
13.309273964061449,0.07538377877560062
13.354535874606807,0.07715783857703844
13.409755927196667,0.07942294832386441
13.445249324985843,0.0827494303927978
13.46803882834793,0.0855541528057935
13.472257685567842,0.08897965717123082
13.486785054447353,0.09152954323224272
13.498838861512795,0.09474192289204447
13.510575578137983,0.09813227386591478
13.521894319968107,0.10105387301106084
13.534515009117566,0.10269603579126066
13.549459155045879,0.10081478737535253
13.564623733854184,0.0943400104137627
13.57805254846519,0.08652662962409234
13.589186127830619,0.07964252271639831
13.598138490794902,0.07423220231591537
13.605190749389934,0.07021496137020489
13.6106102863175,0.06733136998337831
13.614756656075459,0.06531043641886403
13.617921293243665,0.06391115901803483
13.620337334537666,0.0629503769942845
13.62218249416563,0.06228932666303797
13.623570802556666,0.06183403853218185
13.624594275057039,0.06151703478036606
13.62537677835884,0.06129914732801447
13.625959445179323,0.06113413807610643
13.626378273128584,0.061022348262438346
13.62667937410391,0.060945710561724646
13.626895861494711,0.060892674009454535
14.71042005940401,0.39684036143793167
14.71560736792503,0.39781169639632397
14.720498326142232,0.3983110241692825
14.732336974183891,0.39817689820974106
14.743599061413503,0.3972257798302524
14.756982986872325,0.39524573704170074
14.75328738340332,0.39081777389147326
14.745319301667687,0.38543898402649396
14.797696874919474,0.37745293535920954
14.781260177575941,0.3710061036071105
14.813854497776676,0.36340930720182474
14.849525676398269,0.36263889921811315
14.774626352079784,0.368575863580163
14.755862690001226,0.36642056472528134
14.82909954745364,0.35024736634304793
14.743489639088601,0.3457709971947029
14.622107247723122,0.34898610112008066
14.630135749311801,0.35437173791264676
14.726842393158847,0.35782715974148205
14.730697587975031,0.3640868880095466
14.882185273842053,0.36299700280018116
15.008928338687436,0.3533900401306627
15.024037221397771,0.3457070867218159
15.336498977993338,0.33316709129045496
14.865742443050987,0.34994798335085164
14.811988786761525,0.3510013648395581
14.789931376863128,0.3485012633724158
14.793580962493275,0.3534043640326858
14.83237057090498,0.3501348078269216
14.8262078194291,0.3495138879304184
14.58254844137904,0.3533117771252463
14.570227265042009,0.3509564630492919
14.371752476349366,0.3542787715873711
14.290282134508532,0.3514858752501182
14.379302470077393,0.33296187940117355
14.418703281605914,0.33206470479266614
14.530099797228814,0.3286396630149623
14.437476046889621,0.3384634514979718
14.46770136924959,0.33768389104400676
14.612145626400638,0.3386932543157355
14.761862109966188,0.33500490682404777
14.847650515533209,0.341332367858393
14.752039582102386,0.34593079515182185
14.668136880840093,0.35839276176741464
14.61270172987953,0.3651064080058735
14.607141046346417,0.3776916738257874
14.648584999404317,0.37820610326471577
14.665195857597839,0.38482979155353814
14.63617894803451,0.38711253912469834
14.695015011855242,0.3954304247999272
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
14.728835105781732,0.27946482385553745
0.27593617765236345,0.048047221391543896
2447114.319118408,971113.7308788848
2459841.2367638918,978553.6152626761
2471901.6870110123,984585.6925991328
2501339.5696248584,995975.6312025142
2529669.099437047,1004849.7807363736
2563753.585416106,1013312.6754610916
2554296.4544385723,998264.4541825656
2534024.483130792,976711.8222761942
2670287.960457123,1007908.028928898
2626755.986435528,974542.5036540964
2713783.91557946,986214.3326561864
2812335.0542529784,1019862.0883068128
2609388.2166703003,961757.5153751572
2560883.0285342685,938360.2055109154
2755472.65220661,965097.0394656586
2529392.312306572,874590.5021228582
2240270.6618687366,781823.3237392727
2258329.072426649,800287.9981744874
2487633.4458749373,890142.8104153436
2497242.2674787114,909213.1657722283
2905701.1353897415,1054760.8031795595
3298334.9506277507,1165598.720566707
3348547.478937525,1157616.5936931728
4576746.708311399,1524821.3883812756
2858313.841575353,1000261.1646431207
2708725.4992742417,950766.3472209729
2649632.1496202038,923400.1516148117
2659319.876379868,939815.2496715079
2764500.6251775203,967947.8951339354
2747516.08437692,960295.0288019363
2153378.2400358566,760813.8928099031
2127008.871436942,746487.5103939752
1744105.6772162546,617899.6168427346
1607646.9312736152,565065.1887318731
1757323.498587237,585121.7348054518
1827945.618923405,606996.2223248474
2043347.1830619932,671524.9296640662
1862585.3373351088,630417.0619839556
1919742.0178051372,648265.9543731122
2218064.7210934223,751243.5586700549
2576293.020589577,863070.803314056
2807066.414936748,958142.6261461299
2551111.1877030316,882507.9216828179
2345799.595984194,840717.5957576608
2219298.53763427,810280.1173683362
2206991.968978962,833562.4908837347
2300380.263992833,870017.8556717875
2338910.680047214,900082.5094649135
2272017.9243588503,879526.6276353813
2409705.2904169727,952870.7866322154
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
2492595.5268022944,696592.769840904
14.281193811491324,0.04667295445872898
14.259403336228624,0.04162802609627644
14.225416520247306,0.0432192944389979
14.250545445338814,0.043656781562221796
14.336834595204,0.0427411198579327
14.404178060208432,0.04193265984625799
14.39390413675795,0.040392418632409825
14.351251903594623,0.040083629583161355
14.28837797151605,0.0402908710873356
14.182569113763812,0.038733817551742274
14.060215504375982,0.037354297502546915
13.994005669265977,0.03730915846403424
13.972686547153923,0.037909194008018635
14.0170404635803,0.03972151430175991
14.098571894166737,0.045600910911427546
14.129069030440316,0.055546734707923276
